Date,Open,High,Low,Close,Adj Close,Volume
2000-08-23,322500.000000,322500.000000,308000.000000,309500.000000,268333.031250,558100
2000-08-24,313000.000000,315000.000000,305000.000000,311000.000000,269633.437500,634000
2000-08-25,309000.000000,320000.000000,305500.000000,320000.000000,277436.343750,439200
2000-08-28,317000.000000,319000.000000,313000.000000,316500.000000,274402.000000,352600
2000-08-29,316000.000000,319000.000000,308000.000000,311000.000000,269633.437500,335300
2000-08-30,307000.000000,309500.000000,301000.000000,301500.000000,261397.109375,474700
2000-08-31,295000.000000,295000.000000,269000.000000,273500.000000,237121.406250,2282400
2000-09-01,277000.000000,280000.000000,271000.000000,277000.000000,240155.859375,999100
2000-09-04,272000.000000,277500.000000,265500.000000,267000.000000,231486.031250,572500
2000-09-05,263000.000000,267000.000000,251500.000000,257500.000000,223249.593750,1595300
2000-09-06,260000.000000,264000.000000,254500.000000,257500.000000,223249.593750,1062400
2000-09-07,247000.000000,249000.000000,238000.000000,239500.000000,207643.781250,1678100
2000-09-08,245000.000000,246500.000000,239500.000000,244000.000000,211545.234375,1143400
2000-09-11,244000.000000,244000.000000,244000.000000,244000.000000,211545.234375,0
2000-09-12,244000.000000,244000.000000,244000.000000,244000.000000,211545.234375,0
2000-09-13,244000.000000,244000.000000,244000.000000,244000.000000,211545.234375,0
2000-09-14,230000.000000,235500.000000,222000.000000,235500.000000,204175.828125,2122600
2000-09-15,225000.000000,231000.000000,215000.000000,217500.000000,188570.031250,1653900
2000-09-18,200500.000000,206000.000000,185000.000000,198500.000000,172097.203125,2926100
2000-09-19,199500.000000,218500.000000,195000.000000,208000.000000,180333.625000,2010500
2000-09-20,230000.000000,233000.000000,223000.000000,230000.000000,199407.406250,2068200
2000-09-21,229500.000000,233000.000000,216000.000000,220000.000000,190737.500000,1308900
2000-09-22,192000.000000,202500.000000,189000.000000,190000.000000,164727.843750,2065300
2000-09-25,194000.000000,205500.000000,192000.000000,204500.000000,177299.156250,1319700
2000-09-26,195000.000000,202000.000000,195000.000000,200000.000000,173397.765625,1168600
2000-09-27,200000.000000,205000.000000,198000.000000,201500.000000,174698.234375,1395900
2000-09-28,205000.000000,209500.000000,201500.000000,203000.000000,175998.703125,1049400
2000-09-29,206000.000000,206000.000000,197000.000000,202000.000000,175131.718750,1150700
2000-10-02,192000.000000,194000.000000,188000.000000,190500.000000,165161.359375,822400
2000-10-03,190500.000000,190500.000000,190500.000000,190500.000000,165161.359375,0
2000-10-04,185000.000000,197500.000000,179500.000000,194500.000000,168629.312500,1652700
2000-10-05,201000.000000,204000.000000,197000.000000,197000.000000,170796.750000,1254900
2000-10-06,190000.000000,195000.000000,188000.000000,195000.000000,169062.781250,1098700
2000-10-09,191000.000000,192000.000000,184000.000000,184500.000000,159959.406250,1263900
2000-10-10,185000.000000,190500.000000,179500.000000,183000.000000,158658.953125,1242900
2000-10-11,172500.000000,173000.000000,160500.000000,161000.000000,139585.156250,2072100
2000-10-12,157000.000000,164000.000000,157000.000000,157000.000000,136117.234375,1590700
2000-10-13,150000.000000,154500.000000,141500.000000,151500.000000,131348.781250,2305900
2000-10-16,151500.000000,151500.000000,151500.000000,151500.000000,131348.781250,0
2000-10-17,149000.000000,154000.000000,136500.000000,137000.000000,118777.437500,1306000
2000-10-18,127000.000000,138000.000000,121000.000000,136500.000000,118343.929688,3284300
2000-10-19,136500.000000,152500.000000,134500.000000,145000.000000,125713.375000,2754400
2000-10-20,162000.000000,166500.000000,159500.000000,166500.000000,144353.656250,2376500
2000-10-23,174500.000000,176000.000000,158000.000000,160000.000000,138718.171875,2799200
2000-10-24,159000.000000,171000.000000,155000.000000,167000.000000,144787.125000,1942300
2000-10-25,160000.000000,163000.000000,156500.000000,160500.000000,139151.703125,1374600
2000-10-26,146500.000000,151500.000000,137000.000000,144500.000000,125279.859375,2665800
2000-10-27,144500.000000,144500.000000,144500.000000,144500.000000,125279.859375,0
2000-10-30,140000.000000,144000.000000,136000.000000,137500.000000,119210.945313,736600
2000-10-31,137500.000000,142500.000000,131500.000000,142500.000000,123545.906250,1263800
2000-11-01,150000.000000,163500.000000,148000.000000,163000.000000,141319.140625,1883300
2000-11-02,160000.000000,171500.000000,158500.000000,166000.000000,143920.156250,2463600
2000-11-03,171000.000000,173500.000000,168500.000000,172000.000000,149122.093750,1608400
2000-11-06,173000.000000,183500.000000,169000.000000,175500.000000,152156.515625,1437300
2000-11-07,173000.000000,177500.000000,169000.000000,172000.000000,149122.093750,1074800
2000-11-08,170000.000000,173000.000000,164000.000000,170500.000000,147821.609375,1164300
2000-11-09,165000.000000,171500.000000,163000.000000,170000.000000,147388.093750,1046100
2000-11-10,168000.000000,172000.000000,166000.000000,169000.000000,146521.093750,702800
2000-11-13,161000.000000,163000.000000,155000.000000,157500.000000,136550.703125,1021400
2000-11-14,160500.000000,166000.000000,160500.000000,164500.000000,142619.625000,635100
2000-11-15,172500.000000,173000.000000,166000.000000,169500.000000,146954.562500,1114400
2000-11-16,170000.000000,171000.000000,162500.000000,164000.000000,142186.171875,748400
2000-11-17,159000.000000,161500.000000,157500.000000,161000.000000,139585.156250,724500
2000-11-20,158000.000000,160500.000000,155000.000000,155000.000000,134383.265625,535900
2000-11-21,154000.000000,158500.000000,148500.000000,158000.000000,136984.203125,1032400
2000-11-22,155000.000000,161000.000000,154000.000000,157000.000000,136117.234375,754200
2000-11-23,157000.000000,163000.000000,157000.000000,160500.000000,139151.703125,892900
2000-11-24,165500.000000,170000.000000,163500.000000,170000.000000,147388.093750,910600
2000-11-27,180000.000000,190000.000000,178500.000000,189000.000000,163860.843750,2004400
2000-11-28,182500.000000,182500.000000,175000.000000,176000.000000,152590.046875,1195400
2000-11-29,165000.000000,167500.000000,160000.000000,161000.000000,139585.156250,1086000
2000-11-30,161000.000000,164500.000000,157500.000000,162000.000000,140452.203125,1266300
2000-12-01,154000.000000,161000.000000,152000.000000,159000.000000,137851.234375,1928500
2000-12-04,161000.000000,162500.000000,154000.000000,155000.000000,134383.265625,1037500
2000-12-05,158000.000000,162500.000000,156000.000000,162000.000000,140452.203125,1168000
2000-12-06,170500.000000,171500.000000,160500.000000,160500.000000,139151.703125,1917800
2000-12-07,160500.000000,163000.000000,158000.000000,163000.000000,141319.140625,860400
2000-12-08,163000.000000,169500.000000,163000.000000,168500.000000,146087.578125,951500
2000-12-11,174000.000000,181500.000000,174000.000000,179000.000000,155190.968750,1411500
2000-12-12,179000.000000,182500.000000,175000.000000,175000.000000,151723.015625,1474900
2000-12-13,175000.000000,189000.000000,175000.000000,189000.000000,163860.843750,1682800
2000-12-14,181000.000000,184000.000000,178000.000000,181000.000000,156924.968750,1339300
2000-12-15,181000.000000,182000.000000,174000.000000,174500.000000,151289.531250,1059200
2000-12-18,175000.000000,179500.000000,174500.000000,178000.000000,154324.000000,687000
2000-12-19,178000.000000,178500.000000,175500.000000,176500.000000,153023.484375,508900
2000-12-20,171000.000000,172500.000000,166000.000000,167000.000000,144787.125000,1073500
2000-12-21,156000.000000,165000.000000,153500.000000,162000.000000,140452.203125,1532500
2000-12-22,162000.000000,165000.000000,156500.000000,157000.000000,136117.234375,1275200
2000-12-25,null,null,null,null,null,null
2000-12-26,161500.000000,162000.000000,158000.000000,158000.000000,136984.203125,1208600
2000-12-27,158000.000000,158000.000000,158000.000000,158000.000000,136984.203125,0
2000-12-28,158000.000000,158000.000000,158000.000000,158000.000000,136984.203125,0
2000-12-29,158000.000000,158000.000000,158000.000000,158000.000000,136984.203125,0
2001-01-01,158000.000000,158000.000000,158000.000000,158000.000000,136984.203125,0
2001-01-02,158000.000000,169000.000000,157000.000000,167500.000000,145220.609375,789100
2001-01-03,161500.000000,171000.000000,161000.000000,168500.000000,146087.578125,757100
2001-01-04,189500.000000,193500.000000,183000.000000,189000.000000,163860.843750,2398200
2001-01-05,188000.000000,196000.000000,185000.000000,195000.000000,169062.781250,1562700
2001-01-08,191000.000000,195500.000000,189000.000000,194000.000000,168195.781250,845900
2001-01-09,191500.000000,193000.000000,185500.000000,192000.000000,166461.843750,925600
2001-01-10,189000.000000,190500.000000,185000.000000,185500.000000,160826.406250,824700
2001-01-11,189500.000000,189500.000000,182000.000000,182000.000000,157791.937500,628200
2001-01-12,190000.000000,194500.000000,188500.000000,192000.000000,166461.843750,1058000
2001-01-15,193000.000000,201000.000000,192000.000000,196000.000000,169929.781250,1029200
2001-01-16,198000.000000,210000.000000,192500.000000,207000.000000,179466.671875,1041300
2001-01-17,203000.000000,212000.000000,203000.000000,211000.000000,182934.625000,1051400
2001-01-18,212000.000000,226500.000000,212000.000000,220000.000000,190737.500000,1153700
2001-01-19,235000.000000,235000.000000,226000.000000,230000.000000,199407.406250,1084900
2001-01-22,230000.000000,230000.000000,223500.000000,227500.000000,197239.921875,845000
2001-01-23,null,null,null,null,null,null
2001-01-24,null,null,null,null,null,null
2001-01-25,null,null,null,null,null,null
2001-01-26,222500.000000,224000.000000,198500.000000,199000.000000,172530.734375,1820500
2001-01-29,200000.000000,205000.000000,198000.000000,201000.000000,174264.703125,944900
2001-01-30,205000.000000,208500.000000,203500.000000,205500.000000,178166.187500,787000
2001-01-31,204500.000000,220000.000000,204500.000000,220000.000000,190737.500000,1060900
2001-02-01,213500.000000,221000.000000,209500.000000,213500.000000,185102.109375,794600
2001-02-02,214500.000000,219500.000000,211000.000000,214500.000000,185969.062500,546600
2001-02-05,208500.000000,210000.000000,199500.000000,201500.000000,174698.234375,942700
2001-02-06,199000.000000,201000.000000,195500.000000,200500.000000,173831.265625,630900
2001-02-07,198000.000000,199500.000000,195000.000000,195000.000000,169062.781250,462600
2001-02-08,196000.000000,203000.000000,194500.000000,203000.000000,175998.703125,693700
2001-02-09,202000.000000,205000.000000,199000.000000,203500.000000,176432.203125,504600
2001-02-12,192000.000000,202500.000000,192000.000000,198500.000000,172097.203125,722200
2001-02-13,202000.000000,205000.000000,198500.000000,199000.000000,172530.734375,445900
2001-02-14,196000.000000,202000.000000,195000.000000,199000.000000,172530.734375,394200
2001-02-15,210000.000000,210500.000000,205000.000000,206500.000000,179033.171875,698600
2001-02-16,207500.000000,215500.000000,206500.000000,212500.000000,184235.109375,927500
2001-02-19,209000.000000,210500.000000,205000.000000,209500.000000,181634.125000,457600
2001-02-20,209500.000000,214000.000000,209000.000000,212000.000000,183801.609375,363500
2001-02-21,208000.000000,210000.000000,207000.000000,208000.000000,180333.625000,390000
2001-02-22,204000.000000,205000.000000,197000.000000,200500.000000,173831.265625,872100
2001-02-23,196000.000000,198500.000000,191500.000000,192000.000000,166461.843750,1537100
2001-02-26,192500.000000,193000.000000,189000.000000,192000.000000,166461.843750,713300
2001-02-27,192000.000000,197000.000000,189500.000000,189500.000000,164294.421875,773900
2001-02-28,185000.000000,189000.000000,185000.000000,187000.000000,162126.906250,574300
2001-03-01,187000.000000,187000.000000,187000.000000,187000.000000,162126.906250,0
2001-03-02,185000.000000,185000.000000,179000.000000,180500.000000,156491.484375,890000
2001-03-05,176500.000000,186000.000000,176500.000000,186000.000000,161259.890625,492400
2001-03-06,191000.000000,192500.000000,188000.000000,190000.000000,164727.843750,510000
2001-03-07,198000.000000,200500.000000,195000.000000,200000.000000,173397.765625,1052800
2001-03-08,197500.000000,200500.000000,195500.000000,200500.000000,173831.265625,627200
2001-03-09,197000.000000,197000.000000,191000.000000,192000.000000,166461.843750,616000
2001-03-12,185000.000000,188000.000000,182500.000000,183500.000000,159092.421875,772200
2001-03-13,178500.000000,182500.000000,177000.000000,182000.000000,157791.937500,676300
2001-03-14,null,null,null,null,null,null
2001-03-15,189500.000000,196500.000000,188000.000000,196000.000000,169929.781250,587400
2001-03-16,194000.000000,196000.000000,191500.000000,194500.000000,168629.312500,466300
2001-03-19,190500.000000,194000.000000,188500.000000,190000.000000,164727.843750,497300
2001-03-20,195000.000000,196000.000000,191000.000000,191000.000000,165594.828125,429100
2001-03-21,186000.000000,195000.000000,185000.000000,193500.000000,167762.343750,811000
2001-03-22,199000.000000,199500.000000,196000.000000,199000.000000,172530.734375,749300
2001-03-23,204500.000000,218500.000000,204000.000000,215000.000000,186402.609375,1835100
2001-03-26,220000.000000,221500.000000,217000.000000,217000.000000,188136.531250,857400
2001-03-27,215000.000000,215500.000000,206000.000000,207500.000000,179900.140625,626900
2001-03-28,213000.000000,213000.000000,207500.000000,207500.000000,179900.140625,521500
2001-03-29,204500.000000,209000.000000,202000.000000,204500.000000,177299.156250,598400
2001-03-30,205500.000000,208500.000000,202000.000000,208000.000000,180333.625000,602000
2001-04-02,202000.000000,205000.000000,198000.000000,199500.000000,172964.296875,782800
2001-04-03,190500.000000,193500.000000,189500.000000,190000.000000,164727.843750,921400
2001-04-04,185000.000000,187000.000000,181500.000000,183000.000000,158658.953125,1245600
2001-04-05,183000.000000,183000.000000,183000.000000,183000.000000,158658.953125,0
2001-04-06,198000.000000,198000.000000,189000.000000,192000.000000,166461.843750,1705800
2001-04-09,189500.000000,190500.000000,185500.000000,185500.000000,160826.406250,516800
2001-04-10,185500.000000,187000.000000,180500.000000,182000.000000,157791.937500,783500
2001-04-11,189000.000000,190000.000000,186000.000000,186000.000000,161259.890625,890300
2001-04-12,197000.000000,204500.000000,195000.000000,200500.000000,173831.265625,1473200
2001-04-13,205000.000000,207500.000000,201500.000000,203000.000000,175998.703125,776800
2001-04-16,203000.000000,204000.000000,197000.000000,197000.000000,170796.750000,204000
2001-04-17,196000.000000,201000.000000,192500.000000,198500.000000,172097.203125,336300
2001-04-18,205500.000000,214000.000000,203500.000000,214000.000000,185535.562500,955800
2001-04-19,231000.000000,246000.000000,229000.000000,235000.000000,203742.375000,2626100
2001-04-20,236000.000000,239000.000000,224500.000000,224500.000000,194638.953125,898100
2001-04-23,224500.000000,230500.000000,223500.000000,227000.000000,196806.421875,635700
2001-04-24,220500.000000,221000.000000,216500.000000,220000.000000,190737.500000,623700
2001-04-25,217000.000000,226000.000000,216000.000000,226000.000000,195939.453125,526900
2001-04-26,217000.000000,226000.000000,216000.000000,226000.000000,195939.453125,526900
2001-04-27,220500.000000,222500.000000,215500.000000,217000.000000,188136.531250,433900
2001-04-30,223000.000000,231000.000000,220500.000000,229000.000000,198540.390625,764500
2001-05-01,229000.000000,229000.000000,229000.000000,229000.000000,198540.390625,0
2001-05-02,235000.000000,235000.000000,227000.000000,229000.000000,198540.390625,730200
2001-05-03,231000.000000,231000.000000,224500.000000,230000.000000,199407.406250,517900
